Mês ;Unidade;Prefeitura regional;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
Dezembro;SMUL/SEGUR-3        ;SANTANA/ TUCURUVI              ;2017.24.938-00;2017-0.176.267-2;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;30/11/2017;073.284.0002-1;NR3-04;;Z8-006.;SANTANA;;SAO PAULO TURISMO S/A;;AV  OLAVO FONTOURA 1209 PAV. DE EXPOSICOES;21/12/2017;"FRANCISCO JOSE AMANTEA                                      ; MATHEUS HIDEO ERBANO; LUIS GASPAR MANZONI RIGONI";;;;
Dezembro;SMUL/SEGUR-3        ;SANTO AMARO                   ;2017.12.084-02;2017-0.171.107-5;RENOVACAO DE ALVARA DE AUTORIZACAO;17/11/2017;087.079.0071-6;NR3-04; ZC;Z3-223.;SANTO AMARO;;IGREJA MUNDIAL DO PODER DE DEUS;;R   BENEDITO FERNANDES 169 ;29/12/2017;"CARLOS ALBERTO DE OLIVEIRA; LUIZ CARLOS CARNEIRO DA FONSECA; MESAQUE MOTA BISPO";;;;
Dezembro;SMUL/SEGUR-3        ;SANTO AMARO                   ;2017.23.570-00;2017-0.164.627-3;ALVARA DE AUTORIZACAO;01/11/2017;085.661.0046-8;NR2-08;;ZONA MISTA DE BAIXA DENSIDADE.;VILA GERTRUDES;;NUCLEO FOOD ORGANIZACAO DE FEIRAS;;AV  DAS NACOES UNIDAS 13947 SHOPP MARKET PLACE;07/12/2017;VERA LUCIA NOGUEIRA DO NASCIMENTO;;;;
Dezembro;SMUL/SEGUR-3        ;SANTO AMARO                   ;2017.23.578-00;2017-0.175.332-0;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;28/11/2017;087.008.0060-0;NR3-04; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VARZEA DE BAIXO;;TOM MAIOR ESPETACULOS E EVENTOS LTDA;;R   BRAGANCA PAULISTA 1247 ;07/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;SANTO AMARO                   ;2017.24.786-00;2017-0.177.484-0;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;04/12/2017;086.068.0016-3;NR2-01;;ZONA MISTA DE ALTA DENSIDADE - B.;CAMPO BELO;;NB STEAK COM. DE ALIMENTOS LTDA;;AV  VEREADOR JOSE DINIZ 03860 E 3864;20/12/2017;"ELISEU JOSE FIDENCIO; EDSON BERNINI";;;;
Dezembro;SMUL/SEGUR-3        ;SANTO AMARO                   ;2017.24.935-00;2017-0.179.976-2;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;08/12/2017;087.313.0007-3;NR3-04;;Z6-039.;STO AMARO;;T4F ENTRETENIMENTO S/A;;R   BENTO BRANCO DE ANDRADE FILHO 00400 ;21/12/2017;"MIRIAM ASSUMPCAO MATERAGGIA; JEAN ITAJAHY DOS SANTOS";;;;
Dezembro;SMUL/SEGUR-3        ;SAO MATEUS                    ;2017.24.924-00;2017-0.174.482-8;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;27/11/2017;150.243.0042-3;NR2-08;;ZONA MISTA DE ALTA DENSIDADE - A.;JARDIM COLONIAL;;IGREJA BATISTA EM JARDIM COLONIAL;;AV  FRANCISCO TAQUES 00341 ;21/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;SE                            ;2017.23.088-00;2017-0.173.602-7;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;24/11/2017;010.025.0025-7;NR2-08; ZEU;ZONA DE CENTRALIDADE POLAR - B.;CONSOLACAO;;PAOLA 203 FESTAS E EVENTOS - EIRELI - EPP;;R   AUGUSTA 00591 ;01/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;SE                            ;2017.23.580-00;2017-0.113.508-2;RECONSIDERACAO DE DESPACHO DE ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;14/07/2017;007.052.0340-9;NR3-04;;Z5-002.;REPUBLICA;;SUMMO FEST. BAILE , EVENTO E PLANEJAMENTO SE LTDA;;LG  DO AROUCHE 32 ;07/12/2017;FERNAO DE MORAES SALLES JUNIOR;;;;
Dezembro;SMUL/SEGUR-3        ;SE                            ;2017.23.846-00;2017-0.170.595-4;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;16/11/2017;009.014.2860-4;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;BELA VISTA;;FEDERACAO DO COMERCIO DE BENS SERV TUR EST SP;;R   DOUTOR PLINIO BARRETO 00285 LOTE B;11/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;SE                            ;2017.23.847-00;2017-0.163.184-5;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;30/10/2017;010.012.0153-1;NR3-04;;ZONA DE CENTRALIDADE POLAR - B.;CONSOLACAO;;CLUBE ATLETICO SAO PAULO;;R   VISCONDE DE OURO PRETO 119 ;11/12/2017;"ISRAEL AVRUM MORDKO KLEIMBERG; ROSA ELENA FONTES MANGINI";;;;
Dezembro;SMUL/SEGUR-3        ;SE                            ;2017.24.804-00;2017-0.157.921-5;ALVARA DE AUTORIZACAO;18/10/2017;008.064.0197-4;NR3-04;;ZONA DE CENTRALIDADE POLAR - B.;CENTRO;;ASSOCIACAO DAS RUAS DAS MOTOS;;R   GENERAL OSORIO 447 S LOJA 2;20/12/2017;MICHEL RACHID MALUF JUNIOR;;;;
Dezembro;SMUL/SEGUR-3        ;SE                            ;2017.24.918-00;2017-0.173.922-0;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;24/11/2017;009.048.0164-0;NR3-04;;Z5-004.;BELA VISTA;;RESERVA CULTURAL DE CINEMA LTDA;;AV  PAULISTA 00900 ;21/12/2017;JORGE CUNHA;;;;
Dezembro;SMUL/SEGUR-3        ;SE                            ;2017.24.934-00;2017-0.179.978-9;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;08/12/2017;005.035.0772-5;NR3-04;;Z3-118.;BELA VISTA;;T4F ENTRETENIMENTO S/A;;AV  BRIGADEIRO LUIS ANTONIO 00411 435;21/12/2017;"MIRIAM ASSUMPCAO MATERAGGIA; JEAN ITAJAHY DOS SANTOS";;;;
Dezembro;SMUL/SEGUR-3        ;SE                            ;2017.24.937-00;2017-0.179.662-3;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;07/12/2017;006.044.0138-8;NR2-08;;Z8-200-096.;BELA VISTA;;SALAO GRENA BAR E CAFE LTDA;;R   TREZE DE MAIO 00134 ;21/12/2017;"LUIS LUSTIG; SANTIAGO TADASHI UEMA";;;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIA/ VILA GUILHERME     ;2017.23.089-00;2017-0.171.013-3;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;17/11/2017;304.044.0022-9;NR3-04; ZCP-A/004;ZONA DE CENTRALIDADE POLAR - A.;VILA GUILHERME;;CENTER NORTE S/A CONSTRUCAO EMPREEND ADM E PAR;;AV  OTTO BAUMGART 01000 ;01/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIA/ VILA GUILHERME     ;2017.23.099-00;2017-0.161.229-8;ALVARA DE AUTORIZACAO;25/10/2017;064.207.0019-1;NR3-04;;Z8-068.;VILA GUILHERME;;ASSOCIAÇÃO PAULISTA DOS AMIGOS DA ARTE;;R   CHICO PONTES 01380 A 1730;01/12/2017;DAVIDSON ULLMANN RICARDO;;;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIANA                  ;2017.23.106-00;2017-0.171.047-8;ALVARA DE AUTORIZACAO;17/11/2017;036.144.0003-4;NR2-08; ZEPAM;ZONA ESPECIAL DE PRESERVACAO CULTURAL.;IBIRAPUERA;;EDICOES GLOBO CONDE NAST;;AV  PEDRO ALVARES CABRAL 99999 ;01/12/2017;VERA LUCIA NOGUEIRA DO NASCIMENTO;;;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIANA                  ;2017.23.448-00;2017-0.164.082-8;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;31/10/2017;045.109.0001-5;NR3-04; ZCOR-3;Z8-CR4 LIND. Z1.;MORREIRA GUIMARAES 2;;RESTAURANTE E BARES REUNIDOS REBAR LTDA;;AV  CECI 000050 ESQUINA DA   AV;06/12/2017;ISRAEL AVRUM MORDKO KLEIMBERG;;;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIANA                  ;2017.23.569-00;2017-0.175.037-2;ALVARA DE AUTORIZACAO;28/11/2017;036.144.0003-4;NR3-04; ZEPAM;ZONA ESPECIAL DE PROTECAO AMBIENTAL.;IBIRAPUERA;;SAO PAULO SECRETARIA MUNICIPAL DE CULTURA;;AV  PEDRO ALVARES CABRAL 99999 ;07/12/2017;ROBERTO HERNANDEZ ANDRADES;;;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIANA                  ;2017.23.575-00;2017-0.166.406-9;ALVARA DE AUTORIZACAO;07/11/2017;036.144.0003-4;NR3-04;;Z8-014.;IBIRAPUERA;;DANCAR MARKETING E PRODUÇÕES LTDA;;AV  PEDRO ALVARES CABRAL 99999 ;07/12/2017;ROBERTO HERNANDEZ ANDRADES;;;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIANA                  ;2017.23.581-00;2017-0.173.610-8;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;24/11/2017;041.039.0053-9;NR3-04; ZER-1/003;Z1-018.;JARDIM LUZITANIA;;ASSOCIAÇÃO PAULISTA DOS MAGISTRADOS;;R   DOM DINIZ 29 ;07/12/2017;AMAURI ANTONIO PEREIRA;;;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIANA                  ;2017.23.844-00;2017-0.173.034-7;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;23/11/2017;041.127.0037-7;NR3-04;;ZONA MISTA DE BAIXA DENSIDADE.;MOEMA;;ASOCIAÇÃO PAULISTA IGREJA ADVETISTA SETIMO DIA;;AV  CHIBARAS 00185 ;11/12/2017;ARMANDO CELLI FILHO;;ARMANDO CELLI FILHO;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIANA                  ;2017.23.845-00;2017-0.161.838-5;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;26/10/2017;038.071.0004-0;NR2-08;;ZONA DE CENTRALIDADE POLAR - A.;VILA MARIANA;;IGREJA PRESBITERIANA DE VILA MARIANA;;R   VERGUEIRO 002407 ;11/12/2017;"RICARDO BORGES KERR; MAURICIO LUIZ DE FRANCA";;ANTONIO DOMINGOS DE CARVALHO FILHO;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIANA                  ;2017.24.038-00;2017-0.168.474-4;ALVARA DE AUTORIZACAO;10/11/2017;041.092.0001-6;NR3-04;;Z8-AV8-022.;INDIANOPOLIS;;CLUBE ATLETICO MONTE LIBANO;;AV  REPUBLICA DO LIBANO 2267 ;13/12/2017;TIAGO MASCHIO ROSSI;;;;
Dezembro;SMUL/SEGUR-3        ;VILA MARIANA                  ;2017.24.798-00;2017-0.152.333-3;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;03/10/2017;041.223.0012-6;NR2-01;;Z2.;MOEMA;;SRT BAR E EVENTOS LTDA;;AL  DOS PAMARIS 00083 ;20/12/2017;MESAQUE MOTA BISPO;;;;
Dezembro;SMUL/SEGUR-3        ;;2017.23.090-00;2017-0.100.427-1;ALVARA DE AUTORIZACAO;21/06/2017;9612702616;NR3-04;;Z8-040/01.;JD. UNIVERSIDADE;;AH EVENTOS E PRODUÇÕES LTDA;;AV  DAS NACOES UNIDAS 4777 LOJA 374;01/12/2017;MIRIAM ASSUMPCAO MATERAGGIA;;;;
Dezembro;SMUL/SEGUR-3        ;;2017.23.091-00;2017-0.100.669-0;ALVARA DE AUTORIZACAO;21/06/2017;171059999999;NR3-04;;ZONA NAO DEFINIDA.;CANINDE;;URBAN STAGE EVENTOS LTDA;;R   COMENDADOR NESTOR PEREIRA 33 PORTUGUESA DESPORTOS;01/12/2017;FAUSTO ARANTES RECHE;;;;
Dezembro;SMUL/SEGUR-3        ;;2017.23.092-00;2017-0.138.795-2;ALVARA DE AUTORIZACAO;01/09/2017;171059999999;NR3-04;;ZONA NAO DEFINIDA.;CANINDE;;URBAN STAGE EVENTOS LTDA;;R   COMENDADOR NESTOR PEREIRA 33 PORTUGUESA DESPORTOS;01/12/2017;"FAUSTO ARANTES RECHE                                        ; RICARDO PERES FRACCAO; ALEX JOSE DE REZENDE";;;;
Dezembro;SMUL/SEGUR-3        ;;2017.23.093-00;2017-0.150.384-7;ALVARA DE AUTORIZACAO;28/09/2017;171059999999;NR3-04;;ZONA NAO DEFINIDA.;CANINDE;;URBAN STAGE EVENTOS LTDA;;R   COMENDADOR NESTOR PEREIRA 33 PORTUGUESA DESPORTOS;01/12/2017;FAUSTO ARANTES RECHE;;;;
Dezembro;SMUL/SEGUR-3        ;;2017.23.094-00;2017-0.158.832-0;ALVARA DE AUTORIZACAO;19/10/2017;171059999999;NR3-04;;ZONA NAO DEFINIDA.;CANINDE;;URBAN STAGE EVENTOS LTDA;;R   COMENDADOR NESTOR PEREIRA 33 PORTUGUESA DESPORTOS;01/12/2017;"FAUSTO ARANTES RECHE                                        ; RICARDO PERES FRACCAO; ALEX JOSE DE REZENDE";;;;
Dezembro;SMUL/SEGUR-3        ;;2017.23.096-00;2017-0.164.740-7;ALVARA DE AUTORIZACAO;01/11/2017;107999999;NR3-04;;Z5-002.;CENTRO;;GRUPO 8ITO PRODUCOES E PARTICIPACOES LTDA.;;PQ  ANHANGABAU 99999 ;01/12/2017;GIOVANNA FRANCOSO ALBINO;;;;
Dezembro;SMUL/SEGUR-3        ;;2017.23.098-00;2017-0.168.962-2;ALVARA DE AUTORIZACAO;13/11/2017;9612702616;NR2-08;;Z8-040/01.;JD. UNIVERSIDADE;;ROCK COMUNICACAO S/A;;AV  DAS NACOES UNIDAS 4777 LOJA 374;01/12/2017;"CHRISTIAN HUMAR DE ASSUNCAO; FABIO ROBERTO FERREIRA PINTO; PAULO ROBERTO MONTEIRO";;;;
Dezembro;SMUL/SEGUR-3        ;;2017.23.105-00;2017-0.164.788-1;ALVARA DE AUTORIZACAO;01/11/2017;171059999999;NR3-04;;ZONA NAO DEFINIDA.;CANINDE;;MEGA EVENTOS E ENTRETENIMENTO LTDA;;R   COMENDADOR NESTOR PEREIRA 33 PORTUGUESA DESPORTOS;01/12/2017;FAUSTO ARANTES RECHE;;FAUSTO ARANTES RECHE;;
Dezembro;SMUL/SEGUR-3        ;;2017.23.574-00;2017-0.169.010-8;ALVARA DE AUTORIZACAO;13/11/2017;361449999999;NR3-04;;ZONA NAO DEFINIDA.;IBIRAPUERA;;INSTITUTO OLGA KOS DE INCLUSÃO CULTURAL;;AV  PEDRO ALVARES CABRAL 99999 PAVILHAO BIENAL ;07/12/2017;JOSE EDUARDO DO NASCIMENTO;;JOSE EDUARDO DO NASCIMENTO;;
Dezembro;SMUL/SEGUR-3        ;;2017.24.032-00;2017-0.167.817-5;ALVARA DE AUTORIZACAO;09/11/2017;361449999999;NR3-04;;ZONA NAO DEFINIDA.;IBIRAPUERA;;TOP ENTRETENIMENTO LTDA EPP;;AV  PEDRO ALVARES CABRAL 99999 PAVILHAO BIENAL ;13/12/2017;IRACI FERREIRA DOS REIS RONDELLI NOGUEIRA;;;;
Dezembro;SMUL/SEGUR-3        ;;2017.24.043-00;2017-0.168.236-9;ALVARA DE AUTORIZACAO;10/11/2017;280479999999;NR3-04;;ZONA NAO DEFINIDA.;MOOCA;;FABIO SIQUEIRA DIAS;;R   BORGES DE FIGUEIREDO 000 ;13/12/2017;MESAQUE MOTA BISPO;;;;
Dezembro;SMUL/SEGUR-3        ;;2017.24.044-00;2017-0.177.175-2;ALVARA DE AUTORIZACAO;01/12/2017;361449999999;NR3-04;;ZONA NAO DEFINIDA.;IBIRAPUERA;;PROMOEVENTOS MARKETIGN PROMOCIONAL EIREI;;AV  PEDRO ALVARES CABRAL 99999 PAVILHAO BIENAL ;13/12/2017;IRACI FERREIRA DOS REIS RONDELLI NOGUEIRA;;;;
Dezembro;SMUL/SEGUR-3        ;;2017.24.785-00;2017-0.161.299-9;ALVARA DE AUTORIZACAO;25/10/2017;107199999;NR3-04; ZC;ZONA DE CENTRALIDADE POLAR - B.;CENTRO;;IGREJA INTERNACIONAL DA GRAÇA DE DEUS;;PQ  ANHANGABAU 0 ;20/12/2017;"FLAVIO AMERICO CURTO JACOME DA PAZ; MARCELO DE CERQUEIRA CESAR; LUIS SERGIO AVERSI MAMEDE; MARCELO MIASATO                                             ; EVERTON BESERRA SANTOS                                      ; CAROLINE MITIKO DOS SANTOS SAKUGAWA";;CAROLINE MITIKO DOS SANTOS SAKUGAWA;;
Dezembro;SMUL/SEGUR-3        ;;2017.24.922-00;2017-0.171.132-6;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;17/11/2017;8322603401;"NR2-01; NR2-08";;ZONA MISTA DE ALTA DENSIDADE - B.;JARDIM APULISTANO;;CHURRASCARIA RODEIO S.A;;AV  BRIGADEIRO FARIA LIMA 2232 ESTACIONAMENTO;21/12/2017;ARMANDO CELLI FILHO;;;;
Dezembro;SMUL/SEGUR-4        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2007.32.690-05;2017-0.060.794-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;10/04/2017;056.233.0001-4;NR2-03; ZC;Z2.;MARANHAO;;PIU PIU AUTO CENTER LTDA;;R   ANTONIO DE BARROS 02181 ;26/12/2017;CAIO TAVARES;;;;
Dezembro;SMUL/SEGUR-4        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2014.02.780-02;2016-0.243.443-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;31/10/2016;055.344.0008-0;NR2-03; ZEUP;Z2.;VILA NOVA MANCHESTER;;AUTO POSTO MANCHESTER LTDA;;R   TAMAINDE 1153 ;26/12/2017;JOSE CARLOS ABIAD;;;;
Dezembro;SMUL/SEGUR-4        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2014.14.418-02;2017-0.087.608-9;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;29/05/2017;055.211.0001-6;NR2-03; ZCP-A/002;Z2.;VILA FORMOSA;;AUTO POSTO PINGO DE PRATA LTDA.;;AV  DOUTOR EDUARDO COTCHING 01273 ;27/12/2017;RICARDO FRATIC BACIC JUNIOR;;;;
Dezembro;SMUL/SEGUR-4        ;BUTANTA                       ;2003.03.799-05;2016-0.199.851-8;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;01/09/2016;082.437.0002-1;NR2-03; ZC;99058018.;BUTANTA;;POSTO UNIVERSIDADE LTDA;;AV  VITAL BRASIL 991 ;27/12/2017;GUARACI CESAR PEREIRA POLENGHI;;;;
Dezembro;SMUL/SEGUR-4        ;BUTANTA                       ;2017.23.564-00;2017-0.141.588-3;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;11/09/2017;185.114.0023-1;NR2-03; ZCA / QA/012 / MA/005;ZONA MISTA DE PROTECAO AMBIENTAL.;JARDIM ESMERALDA;;CENTRO DE COMBUSTIVEL VERONA EIRELI;;AV  ENG    HEITOR ANTONIO EIRAS GARCIA 004033 ;07/12/2017;DANIEL GOULART TEIXEIRA;;;;
Dezembro;SMUL/SEGUR-4        ;BUTANTA                       ;2017.23.566-00;2017-0.141.588-3;CERTIFICADO DE ESTANQUEIDADE;11/09/2017;185.114.0023-1;NR2-03; ZCA / QA/012 / MA/005;ZONA MISTA DE PROTECAO AMBIENTAL.;JARDIM ESMERALDA;;CENTRO DE COMBUSTIVEL VERONA EIRELI;;AV  ENG    HEITOR ANTONIO EIRAS GARCIA 004033 ;07/12/2017;DANIEL GOULART TEIXEIRA;;;;
Dezembro;SMUL/SEGUR-4        ;BUTANTA                       ;2017.25.067-00;2017-0.060.137-3;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;07/04/2017;082.285.0150-1;NR2-03; ZC;Z2.;BUTANTA;;AUTO POSTO K2 LTDA;;AV  CORIFEU DE AZEVEDO MARQUES 03480 ;26/12/2017;CLAUDIA RENATE WAGNER;;CLAUDIA RENATE WAGNER;;
Dezembro;SMUL/SEGUR-4        ;CAMPO LIMPO                   ;2011.28.099-04;2017-0.073.325-3;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;04/05/2017;170.038.0034-8;NR2-03; ZM;Z2.;VL ANDRADE;;CENTRO AUTOMOTIVO PORTAL JARDIM SUL LTDA;;AV  GIOVANNI GRONCHI 05595 ;07/12/2017;;;;;
Dezembro;SMUL/SEGUR-4        ;CAMPO LIMPO                   ;2015.21.951-01;2017-0.081.257-9;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;17/05/2017;169.219.0136-9;NR2-03; ZCP-A/005;Z8-CR4 LIND. Z2.;MORUMBI;;COLISEU COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;;AV  GIOVANNI GRONCHI 06775 ;04/12/2017;CAIO TAVARES;;;;
Dezembro;SMUL/SEGUR-4        ;CAMPO LIMPO                   ;2017.23.270-00;2017-0.074.264-3;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;05/05/2017;171.209.0016-0;NR2-03; ZM-3A/002;Z2.;VILA SUZANA;;POSTO DE SERVICOS 2002 LTDA;;AV  DR GUILHERME DUMONT VILARES 002425 ;04/12/2017;;;;;
Dezembro;SMUL/SEGUR-4        ;CAPELA DO SOCORRO             ;2012.19.999-02;2017-0.097.253-3;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;13/06/2017;095.412.0012-5;NR2-03; ZEPAM / QA/012 / MA/005;Z11-023.;INTERLAGOS;;M11 AUTO POSTO E CONVENIENCIA LTDA;;AV  ATLANTICA 04928 ;18/12/2017;MARJORIE DE MELO SILVEIRA;;;;
Dezembro;SMUL/SEGUR-4        ;CAPELA DO SOCORRO             ;2017.25.066-00;2017-0.109.323-1;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;06/07/2017;095.313.0027-5;NR2; QA/007;ZONA DE CENTRALIDADE LINEAR DE PROTECAO;INTERLAGOS;;CARREFOUR COMERCIO E INDUSTRIA LTDA;;AV  INTERLAGOS 5800 ;26/12/2017;;;;;
Dezembro;SMUL/SEGUR-4        ;CASA VERDE/ CACHOEIRINHA       ;2013.01.938-03;2017-0.098.925-8;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;19/06/2017;074.376.0001-3;NR2-03; ZCP-A/003;Z2.;FREGUESIA DO O;;BRIDGE SERVICOS AUTOMOTIVOS LTDA;;AV  INAJAR DE SOUZA 00040 ESQ AV N S DO O;27/12/2017;;;;;
Dezembro;SMUL/SEGUR-4        ;CASA VERDE/ CACHOEIRINHA       ;2014.14.691-02;2017-0.057.500-3;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;05/04/2017;074.212.0089-4;NR2-03; ZPI/001;Z6-059.;LIMAO;;CARREFOUR COMERCIO E INDUSTRIA LTDA;;AV  PROF CELESTINO BOURROUL 000151 ;26/12/2017;LILIAN CRISTIANE SUNCIN AMARAL;;;;
Dezembro;SMUL/SEGUR-4        ;CASA VERDE/ CACHOEIRINHA       ;2017.23.561-00;2017-0.036.532-7;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;02/03/2017;073.304.0017-3;NR2-03; ZC / QA/001 / MA/009;ZONA DE CENTRALIDADE POLAR - B.;CASA VERDE;;PAPA 5 SERVICOS AUTOMOTIVOS LTDA;;AV  BRAZ LEME 00164 ;07/12/2017;JOSE CARLOS ABIAD;;;;
Dezembro;SMUL/SEGUR-4        ;CIDADE ADEMAR                 ;2015.27.772-01;2017-0.043.346-2;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;14/03/2017;172.071.0033-6;NR2-03; ZEU / QA/004 / MA/015;Z3-233.;AMERICANOPOLIS;;CUPECE COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI;;AV  CUPECE 05810 ;04/12/2017;JOSE CARLOS ABIAD;;;;
Dezembro;SMUL/SEGUR-4        ;FREGUESIA/ BRASILANDIA         ;2009.38.701-03;2017-0.080.446-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;16/05/2017;107.329.0049-1;NR2-03; ZM-2/001;Z2.;VILA BRASILANDIA;;POSTO DE SERVIOS URUTU LTDA;;R   PARAPUA 00887 ;07/12/2017;RENATA OLIVEIRA E SILVA;;RENATA OLIVEIRA E SILVA;;
Dezembro;SMUL/SEGUR-4        ;IPIRANGA                      ;2017.24.492-00;2017-0.143.375-0;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;14/09/2017;157.203.0035-9;NR2-03; ZC / QA/006 / MA/002;ZONA MISTA DE MEDIA DENSIDADE.;VILA CARAGUATA;;AVANTTI COMBUSTIVEIS LTDA;;R   GIOVANNI CARNOVALI 000079 ;19/12/2017;ALIM FERREIRA DE ALMEIDA;;;;
Dezembro;SMUL/SEGUR-4        ;IPIRANGA                      ;2017.24.493-00;2017-0.143.375-0;CERTIFICADO DE ESTANQUEIDADE;14/09/2017;157.203.0035-9;NR2-03; ZC / QA/006 / MA/002;ZONA MISTA DE MEDIA DENSIDADE.;VILA CARAGUATA;;AVANTTI COMBUSTIVEIS LTDA;;R   GIOVANNI CARNOVALI 000079 ;19/12/2017;ALIM FERREIRA DE ALMEIDA;;;;
Dezembro;SMUL/SEGUR-4        ;ITAQUERA                      ;2013.04.167-02;2016-0.173.532-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;01/08/2016;138.371.0006-4;NR2-03; ZCP-A/003;ZONA DE CENTRALIDADE POLAR - A.;JD HELENA;;DAVO SUPERMERCADOS LTDA;;ES    ITAQUERA-GUAIANASES 02100 ;27/12/2017;CELSO MOREIRA DE PAIVA;;;;
Dezembro;SMUL/SEGUR-4        ;JABAQUARA                     ;2015.29.654-01;2017-0.037.311-7;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;03/03/2017;091.005.0001-1;NR2-03; ZC / QA/006 / MA/002;ZONA DE CENTRALIDADE POLAR - A.;JABAQUARA;;CENTRO AUTOMOTIVO HURACAN LTDA;;AV  ENGO GEORGE CORBISIER 00503 ;04/12/2017;;;;;
Dezembro;SMUL/SEGUR-4        ;JACANA/ TREMEMBE               ;2017.23.274-00;2017-0.031.574-5;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;20/02/2017;109.082.0003-9;NR2-03; ZCA;Z9-003.;JD TREMEMBE;;AUTO POSTO TREMEMBE LTDA;;AV  NOVA CANTAREIRA 04892 ;04/12/2017;ROBSON DA SILVA ALEIXO;;ROBSON DA SILVA ALEIXO;;
