Mês;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
novembro;SEL/PARHIS-3        ;BUTANTA                       ;2016.25.294-00;2015-0.326.553-2;CERTIDAO DE DIRETRIZES PARA DESMEMBRAMENTO;08/12/2015;;;;Z8-CR6 LIND. Z1.;VILA SONIA;;GUAIRA MATERIAIS DE CONSTRUCAO E ADMINISTRACAO LTDA;36.189,67;AV  PROF FRANCISCO MORATO 000000 ;30/11/2016;FRANCISCO NUNES DE OLIVEIRA NETO;;;;
novembro;SEL/PARHIS-3        ;CIDADE TIRADENTES             ;2016.24.246-00;2008-0.089.328-6;ALVARA DE DESDOBRO DE LOTE;24/03/2008;;;;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;C H PREF PRESTES MAI;;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO;7.785,30;AV  DR GUILHERME DE ABREU SODRE 01567 CENTRO COMERCIAL;18/11/2016;CELSO APARECIDO SAMPAIO;;CELSO APARECIDO SAMPAIO;;
novembro;SEL/PARHIS-3        ;LAPA                          ;2016.24.219-00;2016-0.041.156-4;CERTIDAO DE DIRETRIZES PARA DESMEMBRAMENTO;19/02/2016;;;;Z6-022.;JAGUARE;;BRF S/A.;21.430,00;AV  ESCOLA POLITECNICA 000722 ;18/11/2016;LUCAS CRISPIM;;;;
novembro;SEL/PARHIS-3        ;PIRITUBA                      ;2016.12.338-01;2015-0.336.012-8;APOSTILAMENTO DE CERTIDAO DE DIRETRIZES PARA DESMEMBRAMENTO;17/12/2015;;;;  ;PARQ. PANAMERICANO;;TENDA NEGOCIOS IMOBILIARIOS LTDA;31.000,00;AV  RAIMUNDO P.DE MAGALHAES 010779 ;04/11/2016;;;;;
novembro;SEL/PARHIS-3        ;PIRITUBA                      ;2016.23.548-00;2016-0.155.330-3;ALVARA DE DESMEMBRAMENTO DE GLEBA;07/07/2016;;;;ZONA MISTA DE BAIXA DENSIDADE.;PARQ. PANAMERICANO;;TENDA NEGOCIOS IMOBILIARIOS S/A;31.000,00;AV  RAIMUNDO P.DE MAGALHAES 010779 ;09/11/2016;LUIZ MARCELO FERREIRA BASTOS;;;;
novembro;SEL/RESID-G         ;ARICANDUVA/ FORMOSA/ CARRAO     ;2009.23.134-01;2013-0.356.286-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/12/2013;;R301; ZM-3A;Z2.;JD. ANALIA FRANCO;39.127,18;INTERPRIME EMPREENDIMENTOS E PARTICIPACOES LTDA;7.785,00;R   PROF JOAO DE OLIVEIRA TORRE 999999 ;11/11/2016;JOEL JOSE ABRAO DA CRUZ;;JOEL JOSE ABRAO DA CRUZ;;"B: 1 P: 26 U: 48; B: 2 P: 27 U: 48"
novembro;SEL/RESID-G         ;CASA VERDE/ CACHOEIRINHA       ;2016.23.876-00;2013-0.052.025-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/02/2013;;R2H-03; ZM-2/003;Z2.;CASA VERDE;727,74;ANGELA MARIA BATISTA DE SA;475,92;R   PROFESSOR DARIO RIBEIRO 01612 23 SUBD.;11/11/2016;RAULEN GOMES CABRAL;;RAULEN GOMES CABRAL;;B: 1 P: 2 U: 5
novembro;SEL/RESID-G         ;ERMELINO MATARAZZO            ;2016.23.019-00;2014-0.327.764-4;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;19/11/2014;;R2H; ZM-2;Z2.;P BOTURUSSU;655,08;ANTONIO JOSE CORTEZ;394,00;R   FERNAO MENDES PINTO 00262 LT 23 QD 76;03/11/2016;MARCOS ALEXANDRE NOVAIS;;MARCOS ALEXANDRE NOVAIS;;B: 1 P: 3 U: 6
novembro;SEL/RESID-G         ;PENHA                         ;2016.23.877-00;2014-0.300.079-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/10/2014;;R2V-01; ZM-1/013;Z2.;VL ESPERANCA;3.838,69;CLAUDIO ACHILLE FIACCHINO;1.620,00;R   ATUAI 00541 ;11/11/2016;EVANDRO PACHECO JANUARIO;;ROBERTO SEPULVEDA JUNIOR;;B: 1 P: 8 U: 52
novembro;SEL/RESID-G         ;PINHEIROS                     ;2015.06.331-02;2015-0.038.553-7;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;12/02/2015;;R2V-01;;Z3-151.;JARDIM PAULISTA;;GAFISA S.A.                                       ;;R   JOSE MARIA LISBOA 00330 ;09/11/2016;;;;;
novembro;SEL/RESID-G         ;PINHEIROS                     ;2016.23.079-00;2014-0.097.865-0;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;04/04/2014;;"NR1; R2V"; ZM-3B/007;Z4-052.;ITAIM BIBI;10.300,48;PEQUETITA EMPREENDIMENTOS IMOBILIARIOS LTDA E OUTROS;1.206,51;R   PEQUETITA 189 ;04/11/2016;HENRIQUE PETERS JUNIOR;;MARCIA URBIM BICA;;B: 1 P: 16 U: 30
novembro;SEL/RESID-G         ;PINHEIROS                     ;2016.25.153-00;2014-0.127.324-2;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;07/05/2014;;R2V;;Z8-CR6 LIND. Z17.;ALTO DE PINHEIROS;3.548,64;ANTONIO CARLOS FERREIRA ROSA;846,00;R   ANDRADE FERNANDES 00239 ;30/11/2016;RENATO BOCCUZZI CANDUSSO;;RENATO BOCCUZZI CANDUSSO;;B: 1 P: 4 U: 8
novembro;SEL/RESID-G         ;SAO MIGUEL                    ;2016.23.493-00;2012-0.334.251-5;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;29/11/2012;;R2V-01; ZM-2;Z2.;VILA JACUI;9.434,59;PLAZA FORTUNA SPE EMPREENDIMENTOS IMOBILIÁRIOS LTDA;2.108,86;AV  AFONSO LOPES DE BAIAO 000142 ;09/11/2016;JOEL JOSE ABRAO DA CRUZ;;JOEL JOSE ABRAO DA CRUZ;;B: 1 P: 9 U: 74
novembro;SEL/RESID-G         ;VILA PRUDENTE                 ;2016.24.337-00;2013-0.369.732-3;RECONSIDERACAO DE DESPACHO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;16/12/2013;;R2V;;Z3-167.;VILA PRUDENTE;;ACH ENGENHARIA E CONSTRUTORA LTDA;;R   IBITIRAMA 000461 ;21/11/2016;ANTONIO CARLOS HADDAD;;JNA ARQUITETOS S/S LTDA;JORGE MUNIF ABUSSAMRA;
novembro;SEL/RESID-1         ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.24.674-00;2014-0.195.498-3;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/07/2014;;R2H-03; ZM-3A;Z2.;VILA FORMOSA;784,44;CRIATIVA CONSTRUCAO E INCORPORACAO LTDA;517,00;R   CHAGU 00040 ;23/11/2016;ANA PAULA DE OLIVEIRA BREGGI;;ANA PAULA DE OLIVEIRA BREGGI;;B: 1 P: 2 U: 7
novembro;SEL/RESID-1         ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.24.675-00;2014-0.153.768-1;ALVARA DE APROVACAO DE EDIFICACAO NOVA;02/06/2014;;R2H; ZM-2/001;Z2.;VILA NOVA MANCHESTER;263,28;PAULO LUCIO RODRIGUES;324,60;R   BOMBAIM 00052 ;23/11/2016;ROGERIO RAMIRO MASSON;;ROGERIO RAMIRO MASSON;;B: 1 P: 2 U: 3
novembro;SEL/RESID-1         ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.24.765-00;2013-0.086.471-7;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;27/03/2013;;R2H; ZM-3A;Z2.;VILA FORMOSA;287,56;A.G.F. EMPREEENDIMENTOS IMOBILIARIOS LTDA;285,00;R   HORACIO RODRIGUES 00175 ;24/11/2016;LUIS ANTONIO FERNANDES;;LUIS ANTONIO FERNANDES;;B: 1 P: 2 U: 3
novembro;SEL/RESID-1         ;ERMELINO MATARAZZO            ;2015.20.280-01;2016-0.228.320-2;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;07/10/2016;;R2H-03;;Z2.;VLPRIMA;1.163,86;JOSE AFONSO PEREIRA DA SILVA;1.448,40;R   DONA CESARIA 000125 ;30/11/2016;;;;;B: 1 P: 2 U: 10
novembro;SEL/RESID-1         ;ERMELINO MATARAZZO            ;2016.23.090-00;2015-0.230.053-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;31/08/2015;;R2H; ZCP-A/015;Z2.;JD POPULAR;335,08;LUCIENE RAMOS DA SILVA BORGES;350,00;R   DAS VIOLETAS 00182 ;04/11/2016;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 3
novembro;SEL/RESID-1         ;ERMELINO MATARAZZO            ;2016.24.676-00;2014-0.126.260-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;07/05/2014;;R2H-03; ZM-2;Z2.;PQ BOTURUSSU;895,11;SEBASTIAO RONALDO DE SIQUEIRA;595,00;R   VALDEMAR AMARANTE 00097 ;23/11/2016;MARCOS ALEXANDRE NOVAIS;;MARCOS ALEXANDRE NOVAIS;;B: 3 P: 3 U: 9
novembro;SEL/RESID-1         ;IPIRANGA                      ;2016.22.900-00;2015-0.251.539-0;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;22/09/2015;;R2H-01; ZM-2;Z2.;RES MORADA BOM VIVER;;VALERIE SIMONNE LUISE BERTHE STEFF;17.548,62;R   GIOVANNI CARNOVALI 00092 CS 122 / 123;01/11/2016;DAVID LUGO NETO;;DAVID LUGO NETO;;
novembro;SEL/RESID-1         ;IPIRANGA                      ;2016.24.809-00;2015-0.294.052-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;04/11/2015;;R2H-03;;Z2.;VILA MONUMENTO;583,39;ROBERTO DE BARROS APRA;362,00;R   FREDERICO VON MARTIUS 190 ;24/11/2016;LEANDRO LIMA DO NASCIMENTO;;LEANDRO LIMA DO NASCIMENTO;;B: 1 P: 2 U: 4
novembro;SEL/RESID-1         ;ITAQUERA                      ;2016.22.904-00;2015-0.032.432-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;06/02/2015;;R2H-03; ZM-2;Z2.;.;600,20;WAGNER MACHADO;702,45;R   FLOR DE PELICANO 000299 ;01/11/2016;ROBERTA SANTOS LIMA;;ROBERTA SANTOS LIMA;;B: 1 P: 2 U: 10
novembro;SEL/RESID-1         ;LAPA                          ;2014.00.403-03;2015-0.338.460-4;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/12/2015;;R2V-01;;ZM                 SUBPREFEITURA LAPA.;VILA IPOJUCA;3.685,42;RESIDENCIAL TRUST LAPA SPE LTDA;941,40;R   CROATA 000952 ;24/11/2016;;;;;B: 1 P: 9 U: 0
novembro;SEL/RESID-1         ;LAPA                          ;2014.16.866-02;2016-0.160.361-0;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;14/07/2016;;R2V-01;;Z3-091.;PERDIZES;5.605,54;AUGUSTO DE MIRANDA 2 EMPREENDIMENTOS E PARTICIPAÇÕES LTDA.;1.125,00;R   DOUTOR AUGUSTO DE MIRANDA 000800 ;08/11/2016;;;;;B: 1 P: 9 U: 66
novembro;SEL/RESID-1         ;LAPA                          ;2015.02.464-02;2016-0.160.361-0;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;14/07/2016;;R2V-01;;Z3-091.;PERDIZES;;AUGUSTO DE MIRANDA 2 EMPREENDIMENTOS E PARTICIPAÇÕES LTDA.;;R   DOUTOR AUGUSTO DE MIRANDA 000800 ;08/11/2016;;;;;
novembro;SEL/RESID-1         ;PENHA                         ;2016.15.943-01;2014-0.008.467-5;APOSTILAMENTO DE AUTO DE REGULARIZACAO;10/01/2014;;R2H-03; ZM-2;Z2.;VILA BUENOS AIRES;;ABDEL RAHEM ABDEL KARIM MUHD SALIM TAFAL;750,00;R   JARDIM DAS MARGARIDAS 000358 LT 7;11/11/2016;ODETE DOS SANTOS;;;;
novembro;SEL/RESID-1         ;PENHA                         ;2016.23.091-00;2014-0.041.176-5;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;11/02/2014;;R2H; ZM-1/027;Z2.;VILA MATILDE;496,24;ALEXANDRE RODRIGUES DA CUNHA;305,00;R   DOUTOR FONTES DE RESENDE 00409 409 FDS;04/11/2016;FRANCISCO JOSIMAR ALVES DA SILVA;;FRANCISCO JOSIMAR ALVES DA SILVA;;B: 1 P: 2 U: 0
novembro;SEL/RESID-1         ;PENHA                         ;2016.24.883-00;2015-0.247.245-3;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;17/09/2015;;R2H;;Z2.;JARDIM NORDESTE;317,65;COELHO E ANDRADE CONSTRUCOES E INCORPORACOES LTDA ;250,00;R   ITAPACI 00079 ;25/11/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 3
novembro;SEL/RESID-1         ;PENHA                         ;2016.25.259-00;2015-0.337.956-2;ALVARA DE APROVACAO DE EDIFICACAO NOVA;18/12/2015;;"NR2; R2V"; EETU;ZONA MISTA DE BAIXA DENSIDADE.;VILA ARICANDUVA;738,64;GALFARO EMP IMOBILIARIOS LTDA;461,25;R   DOUTOR SUZANO BRANDAO 00837 ;30/11/2016;LUCIANA GALFARO CAMILLO SILVA;;LUCIANA GALFARO CAMILLO SILVA;;B: 1 P: 2 U: 15
novembro;SEL/RESID-1         ;PINHEIROS                     ;2016.22.536-01;2014-0.122.550-7;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;30/04/2014;;R2V-01;;Z2.;ALTO DA LAPA;7.442,79;SEQ05 EMPREENDIMENTOS IMOBILIARIOS LTDA;1.539,52;R   COELHO DE CARVALHO 00280 ;08/11/2016;;;;;
novembro;SEL/RESID-1         ;PINHEIROS                     ;2016.23.089-00;2016-0.029.025-2;ALVARA DE APROVACAO DE EDIFICACAO NOVA;05/02/2016;;R2H-03; ZER-1/003;Z1-013.;PINHEIROS;2.159,35;GUILHERME HENRIQUE RIBEIRO FALZONI;1.453,69;R   IBIAPINOPOLIS 00334 LT 2 E 3;04/11/2016;HENRIQUE FALZONI;;ADESA ARQUITETURA LTDA;;B: 1 P: 3 U: 5
novembro;SEL/RESID-1         ;PINHEIROS                     ;2016.23.217-00;2015-0.205.423-6;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;06/08/2015;;R2V-01;;  ;JARDIM PAULISTA;538,23;IMLVS EMPREENDIMENTOS E PARTICIPACOES LTDA;850,00;R   PAMPLONA 000935 937;07/11/2016;HERMANO GIOSA GOES;;CAIO TAVARES;;B: 1 P: 14 U: 54
novembro;SEL/RESID-1         ;SANTANA/ TUCURUVI              ;2015.16.200-02;2016-0.186.451-1;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/08/2016;;R2V-01;;Z3-010.;MANDAQUI;11.363,67;EMPREENDIMENTO AB&C FM SPE LTDA;2.457,45;R   FULVIO MORGANTI 000669 ;24/11/2016;;;;;B: 1 P: 19 U: 72
novembro;SEL/RESID-1         ;SAO MIGUEL                    ;2016.23.363-00;2015-0.330.059-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/12/2015;;R2H-03; ZM-1/009;Z2.;JARDIM HELENA;234,80;BM7 EMPREENDIMENTOS IMOBILIARIOS EIRELI           ;248,00;R   ANTONIO DE PADUA E CASTRO 00069 ;08/11/2016;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 3
novembro;SEL/RESID-1         ;VILA MARIA/ VILA GUILHERME     ;2016.12.200-01;2016-0.241.317-3;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;27/10/2016;;R2H-03;;Z3-036.;VILA MEDEIROS;559,69;STEFAN DERZEVIC SANTIAGO SILVA;450,00;R   SILVA GUIMARAES 00613 E 619;24/11/2016;;;;;B: 1 P: 2 U: 4
novembro;SEL/RESID-1         ;VILA PRUDENTE                 ;2016.22.909-00;2014-0.189.560-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;14/07/2014;;R2V-01; ZCP-B/004;Z4-053.;VILA ALPINA;3.860,29;AGRA - EMPREITEIRA LTDA ME;725,00;R   BISPO EUGENIO DEMAZEMOD 000388 ;01/11/2016;BENEDITO CLAUDIO VIERSA JUNIOR;;FERNANDO MARTINS CARMONA;;B: 1 P: 8 U: 48
novembro;SEL/RESID-2         ;CAMPO LIMPO                   ;2016.22.896-00;2013-0.377.744-0;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;23/12/2013;;R2V; ZER-3 LINDEIRA A ZER-1;Z8-CR6 LIND. Z1.;MORUMBI;13.098,92;MARCIO MITSUBE;6.418,11;R   PAULO II 00 ESQ B MONTENEGRO;01/11/2016;LUIZ FREDERICO RANGEL DE FREITAS;;LUIZ FREDERICO RANGEL DE FREITAS;;B: 1 P: 5 U: 18
novembro;SEL/RESID-2         ;CAMPO LIMPO                   ;2016.23.011-00;2013-0.377.744-0;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;23/12/2013;;R2V; ZER-3 LINDEIRA A ZER-1;Z8-CR6 LIND. Z1.;MORUMBI;;MARCIO MITSUBE;;R   PAULO II 00 ESQ B MONTENEGRO;03/11/2016;LUIZ FREDERICO RANGEL DE FREITAS;;LUIZ FREDERICO RANGEL DE FREITAS;;
novembro;SEL/RESID-2         ;IPIRANGA                      ;2015.01.091-01;2016-0.237.887-4;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;21/10/2016;;R2V-01;;Z3-155.;IPIRANGA;;JAUAPERI INCORPORADORA LTDA;;R   XAVIER CURADO 000419 ;24/11/2016;;;;;
novembro;SEL/RESID-2         ;ITAQUERA                      ;2013.23.797-02;2016-0.160.688-1;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;14/07/2016;;R2V-01; ZONA NÃO DEFINIDA;ZONA NAO DEFINIDA.;ITAQUERA;;BROOKFIELD SAO PAULO EMPREENDIMENTOS IMOB SA;;AV  ARICANDUVA 009110 LT 1;04/11/2016;;;;;
novembro;SEL/RESID-2         ;ITAQUERA                      ;2013.23.799-02;2016-0.160.698-9;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;14/07/2016;;R2V; ZONA NÃO DEFINIDA;ZONA NAO DEFINIDA.;SAOMATHEUS;;BROOKFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS S.A.;;AV  ARICANDUVA 09196 LT 2;04/11/2016;;;;;
novembro;SEL/RESID-2         ;ITAQUERA                      ;2013.23.800-02;2016-0.160.683-0;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;14/07/2016;;R2V-01; ZM;ZONA NAO DEFINIDA.;SAOMATHEUS;;BROOKFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS S.A.;;AV  ARICANDUVA 09254 LT 3;04/11/2016;;;;;
novembro;SEL/RESID-2         ;JABAQUARA                     ;2012.22.503-02;2016-0.176.327-8;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/08/2016;;R2V-01; ZM-3A/008;Z2.;VILA MASCOTE;12.219,47;AZURITA EMPREENDIMENTOS SPE LTDA;2.400,00;R   JOSE FELICIANO 000096 ;07/11/2016;DILMAR MOL EYER THOMAZ;;PAULO LISBOA ARQUITETURA LTDA;;B: 1 P: 21 U: 120
novembro;SEL/RESID-2         ;JABAQUARA                     ;2016.23.148-00;2014-0.067.310-7;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;10/03/2014;;R2V; ZM-3B/002;Z3-218.;VILA MASCOTE;;DELLA VOLPE EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   ARAPA 000131 LT 5 QD 0;04/11/2016;JZM PLANEJAMENTO IMOBILIARIO E CONSTRUCOES LTDA;MOISES SINGAL GORDON;ITAMAR BERESIN-ARQUITETURA E URBANISMO LTDA;;
novembro;SEL/RESID-2         ;LAPA                          ;2015.15.547-01;2016-0.160.703-9;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;14/07/2016;;R2V-01;;Z2.;LAPA;;BROOKFIELD SAO PAULO EMPREENDIMENTOS   IMOBILIARIOS S.A.;;R   FORTUNATO FERRAZ 000365 LOTE 3;04/11/2016;;;;;
novembro;SEL/RESID-2         ;LAPA                          ;2016.23.018-00;2014-0.121.264-2;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;29/04/2014;;R2V-02;;Z2.;CAMPOSDAESCOLASTICA;11.190,25;CONSTRUTORA PAULO MAURO LTDA;1.968,00;R   HAVAI 000295 ;03/11/2016;PAULO MAURO;;ISRAEL REWIN;;B: 1 P: 20 U: 76
novembro;SEL/RESID-2         ;LAPA                          ;2016.23.312-00;2012-0.266.658-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;14/09/2012;;R2V-02; ZM-2/006;Z2.;POMPEIA;26.822,43;BROOKFIELD COTOXO EMPREENDIMENTOS IMOBILIARIOS LTDA;6.578,88;R   COTOXO 01290 ;08/11/2016;VAGNER ARLINDO VERISSIMO INOCENTE;;KONIGSBERGER VANNUCCHI ARQUITETOS ASSOCIADOS LTDA;;B: 1 P: 9 U: 104
novembro;SEL/RESID-2         ;MOOCA                         ;2016.23.503-00;2013-0.200.816-8;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;17/07/2013;;R2V; ZM-3B/007;Z3-102.;TATUAPE;;KRYSTAL DIALOGO EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;;R   ALMIRANTE CALHEIROS 000396 ;09/11/2016;DIALOGO ENGENHARIA E CONSTRUCAO LTDA;EDGARD KARNICK NAHAS;MCAA ARQUITETOS LTDA;;
novembro;SEL/RESID-2         ;PENHA                         ;2016.23.960-00;2013-0.377.349-6;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;23/12/2013;;"R2V-01; NR2-01; NR1-04"; ZCP-B/002;Z4-013.;PENHA;;JUNEAU EMPREENDIMENTOS IMOBILIARIOS LTDA;;AV  AMADOR BUENO DA VEIGA 02187 ;16/11/2016;KALLAS INCORPORACOES E CONSTRUCOES S.A.;EMILIO RACHED ESPER KALLAS;AGRES PROJETOS E COSTRUCOES LTDA;MARTA DA SILVA ARDITO;
novembro;SEL/RESID-2         ;PINHEIROS                     ;2014.28.284-01;2011-0.161.611-0;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/06/2011;;R2V-01; ZCLP LINDEIRA A ZM-2;ZONA DE CENTRALIDADE LINEAR DE PROTECAO;ITAIM BIBI;21.943,55;BROOKFIELD SPE SP 23 S/A.;2.793,00;R   DOUTOR PASCHOAL IMPERATRIZ 50 ;01/11/2016;BROOKFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS S.A;WILLIAM BARBOSA DOS SANTOS;LUIZ EDUARDO OLIVEIRA ARQUITETOS LTDA;;B: 1 P: 26 U: 96
novembro;SEL/RESID-2         ;PINHEIROS                     ;2016.02.553-01;2014-0.071.695-7;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;13/03/2014;;R2V-01;;Z2.;PINHEIROS;16.448,30;TDSP GILBERTO SABINO EMP IMOBILIARIOS LTDA;3.899,78;R   GILBERTO SABINO 000065 ;25/11/2016;;;;;B: 1 P: 28 U: 104
novembro;SEL/RESID-2         ;PINHEIROS                     ;2016.22.937-00;2011-0.161.611-0;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;10/06/2011;;R2V; ZCLP LINDEIRA A ZM-2;Z2.;ITAIM BIBI;;BROOKFIELD SPE SP 23 S/A.;;R   DOUTOR PASCHOAL IMPERATRIZ 50 ;01/11/2016;BROOKFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS S.A;WILLIAM BARBOSA DOS SANTOS;AFLALO & GASPERINI ARQUITETOS LTDA;;
novembro;SEL/RESID-2         ;PINHEIROS                     ;2016.23.174-00;2015-0.213.836-7;ALVARA DE APROVACAO DE EDIFICACAO NOVA;14/08/2015;;R2V; EETU;ZONA DE CENTRALIDADE LINEAR 1 EM ZER.;PINHEIROS;14.008,51;SILVER YP EMPREENDIMENTO IMOBILIARIO SPE LTDA.;1.696,93;R   MARIA CAROLINA 601 ;07/11/2016;MARIO TIBURCIO TIBERIO;;KONIGSBERGER VANNUCCHI ARQUITETOS ASSOCIADOS LTDA;;B: 1 P: 21 U: 188
novembro;SEL/RESID-2         ;PINHEIROS                     ;2016.23.174-01;2015-0.213.836-7;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;14/08/2015;;"NR1; R2V"; EETU;ZONA DE CENTRALIDADE LINEAR 1 EM ZER.;PINHEIROS;14.008,51;SILVER YP EMPREENDIMENTO IMOBILIARIO SPE LTDA.;1.696,93;R   MARIA CAROLINA 601 ;21/11/2016;;;;;B: 1 P: 21 U: 188
novembro;SEL/RESID-2         ;PINHEIROS                     ;2016.24.905-00;2013-0.299.592-4;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;08/10/2013;;R2V-01; ZM-2/003;Z8-CR6 LIND. Z17.;ALTO DE PINHEIROS;3.483,87;ALFA GRECIA INCORPORADORA SPE LTDA.;846,00;R   ANDRADE FERNANDES 000201 ;28/11/2016;ARTUR JORGE DE DEUS LE;;"ANASTASSIADIS ARQUITETOS LTDA                               ; ARTUR JORGE DE DEUS LE";;B: 1 P: 5 U: 9
novembro;SEL/RESID-2         ;PIRITUBA                      ;2016.23.009-00;2014-0.141.086-0;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;20/05/2014;;R2V-01;;Z2.;PIRITUBA;22.274,85;GT14 EMPREENDIMENTOS IMOBILIRIOS LTDA.;5.326,73;R   EUGENIO LORENZETTI 00170 QD B;03/11/2016;MARIO TIBURCIO TIBERIO;;MARIO TIBURCIO TIBERIO;;"B: 1 P: 17 U: 133; B: 1 P: 17 U: 132"
novembro;SEL/RESID-2         ;SE                            ;2014.12.387-01;2015-0.283.314-6;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/10/2015;;R2V; ZCP-B/005;Z4-029.;CERQUEIRA CESAR;6.963,50;SPE QDI AUGUSTA EMPREENDIMENTO IMOBILIARIO S.A.;1.007,00;R   AUGUSTA 000810 ;21/11/2016;LUIZ GUILHERME LUTTI RIBAS;;"DEMOSTHENES MAGNO SANTOS; RUBIO & LUONGO ARQUITETURA LIMITADA";;B: 1 P: 17 U: 74
