Mês ;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades";;;
Novembro;SMUL/PARHIS/DHIS    ;IPIRANGA                      ;2018.18.982-01;2018-0.048.188-4;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;09/05/2018;050.129.0023-5;"HIS 2; H.M.P";;ZONA DE CENTRALIDADE LINEAR - A.;SACOMA;;CONSTHRUIR ENGENHARIA LTDA;;VIA ANCHIETA 00580 ;14/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;IPIRANGA                      ;2018.20.869-00;2018-0.037.753-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;11/04/2018;043.128.0008-1;HIS 2; ZEU;ZONA MISTA DE MEDIA DENSIDADE.;IPIRANGA;361,46;JOSE CARLOS MONTEMOR;248,96;R   ITACOARATI 00162 ;28/11/2018;AUGUSTO CARVALHO POLIMENO;;;;B: 1 P: 2 U: 14;;;
Novembro;SMUL/PARHIS/DHIS    ;ITAQUERA                      ;2018.17.305-02;2018-0.015.886-2;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;16/02/2018;147.327.0071-2;"H.M.P; HIS 2"; ZC;Z2.;PARQUE SAVOY CITY;21.287,21;TRANSPORTADORA IRMAOS GOMES LTDA;11.250,00;AV  OSVALDO VALLE CORDEIRO 01260 ;12/11/2018;;;;;B: 6 P: 17 U: 133;;;
Novembro;SMUL/PARHIS/DHIS    ;ITAQUERA                      ;2018.19.793-00;2017-0.175.233-2;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;28/11/2017;114.258.0074-1;"H.M.P; HIS 2"; ZEUP;ZONA DE CENTRALIDADE POLAR - A.;ITAQUERA;;LIVING APIAI EMPREENDIMENTOS IMOBILIARIOS LTDA;;AV  PIRES DO RIO 4711 ;09/11/2018;RODRIGO CARVALHO MULLER;;RODRIGO CARVALHO MULLER;;;;;
Novembro;SMUL/PARHIS/DHIS    ;ITAQUERA                      ;2018.19.793-01;2017-0.175.233-2;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;28/11/2017;114.258.0074-1;"H.M.P; HIS 2";;ZONA DE CENTRALIDADE POLAR - A.;ITAQUERA;;LIVING APIAI EMPREENDIMENTOS IMOBILIARIOS LTDA;;AV  PIRES DO RIO 4711 ;23/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;JABAQUARA                     ;2018.15.390-01;2018-0.110.291-7;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;30/10/2018;089.551.0016-7;HIS 1;;ZONA ESPECIAL DE INTERESSE SOCIAL - 3.;VILA SANTA CATARINA;;MUNICIPIO DE SAO PAULO;;R   FRANKLIN MAGALHAES 00051 ;23/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;JABAQUARA                     ;2018.18.032-01;2018-0.041.896-1;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;24/04/2018;091.450.0043-3;EHIS; ZM;Z2.;JABAQUARA;5.916,52;EDENOR VIEIRA MENDONCA;1.000,00;AV  JOAO MARIA DE ALMEIDA 999999 ;22/11/2018;;;;;B: 1 P: 12 U: 103;;;
Novembro;SMUL/PARHIS/DHIS    ;JACANA/ TREMEMBE               ;2018.20.872-00;2018-0.061.004-8;CERTIFICADO DE REGULARIZACAO;15/06/2018;067.243.0053-3;HIS 2; ZC;ZONA DE CENTRALIDADE POLAR - B.;TUCURUVI;;SANTA CLAUDIA ADMINISTRACAO DE BENS LTDA;315,20;R   CINAMOMOS 00094 A FDS;28/11/2018;MARCOS GUSMAO MATHEUS;;MARCOS GUSMAO MATHEUS;;;;;
Novembro;SMUL/PARHIS/DHIS    ;MOOCA                         ;2018.20.371-00;2018-0.084.011-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/08/2018;056.151.0027-3;HIS 2; ZEU;ZONA DE CENTRALIDADE POLAR - B.;TATUAPE;534,82;RAFAEL DE ARAUJO SILVA;240,00;R   CLAUDIO FURQUIM 00040 ;22/11/2018;RICARDO FRATIC BACIC JUNIOR;;RICARDO FRATIC BACIC JUNIOR;;B: 1 P: 3 U: 12;;;
Novembro;SMUL/PARHIS/DHIS    ;MOOCA                         ;2018.21.022-00;2018-0.107.094-2;ALVARA DE APROVACAO DE EDIFICACAO NOVA;23/10/2018;003.016.0076-7;HIS 2; ZC;ZONA DE CENTRALIDADE POLAR - B.;BRAS;21.431,41;TRISUL 11 EMPREENDIMENTOS IMOBILIARIOS LTDA;3.200,30;R   MARTIM BURCHARD 201 ;30/11/2018;ROBERTO PASTOR JUNIOR;;MARCELO AUGUSTO FERNANDES BARTOLO;;"B: 1 P: 17 U: 199; B: 1 P: 17 U: 201; B: 1 P: 1 U: 0";;;
Novembro;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.02.002-01;2018-0.103.813-5;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/10/2018;058.100.0006-1;HIS 2; ZEIS-5;ZONA DE CENTRALIDADE POLAR - A.;VILA MATILDE;996,22;ROSE MOCO GIANNINI;390,00;R   DONA E.MELCH DA FONSECA 00240 ;09/11/2018;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;;;;
Novembro;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.20.369-00;2018-0.078.155-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;06/08/2018;058.220.0035-5;HIS 2; ZC;ZONA MISTA DE MEDIA DENSIDADE.;VILA MATILDE;550,27;DJO CONSTRUCOES SPE LTDA;229,00;R   DOM JOAQUIM DE OLIVEIRA 00034 ;22/11/2018;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 3 U: 12;;;
Novembro;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.20.866-00;2018-0.053.235-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/05/2018;113.074.0020-4;HIS 2; ZC;ZONA MISTA DE MEDIA DENSIDADE.;VILA MATILDE;1.378,66;ELISABETE SENA GONCALVES DIAS;400,00;R   PEDRO TALARICO 00622 626;28/11/2018;EVANDRO PACHECO JANUARIO;;;;B: 1 P: 5 U: 20;;;
Novembro;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.20.867-00;2017-0.113.984-3;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;17/07/2017;059.149.0019-0;"H.M.P; HIS 2"; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA RE;;TREE JOY VILA RE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;;R   NEA 01043 VILA RE;28/11/2018;WILSON ROBERTO MACEDO JUNIOR;;RODRIGO SOBREIRO;;;;;
Novembro;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.20.870-00;2018-0.029.411-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/03/2018;059.129.0060-6;HIS 2; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA RE;575,32;ANTONIO APARECIDO SASSI;212,50;R   SANTO HENRIQUE 00895 ;28/11/2018;EVANDRO PACHECO JANUARIO;;;;B: 1 P: 4 U: 9;;;
Novembro;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.20.891-00;2018-0.065.352-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/06/2018;057.041.0028-7;EHIS; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA MATILDE;1.291,94;TECHNO EMPREENDIMENTOS IMOBOLIARIOS LTDA;500,00;R   JOSE MENDES JUNIOR 00043 ;28/11/2018;ANA PAULA DE OLIVEIRA BREGGI;;ANA PAULA DE OLIVEIRA BREGGI;;B: 1 P: 3 U: 20;;;
Novembro;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.21.021-00;2018-0.079.344-4;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;08/08/2018;113.033.0016-7;HIS 2; ZEU;ZONA MISTA DE BAIXA DENSIDADE.;CIDADE PATRIARCA;;MURANO EMPREENDIMENTOS SPE LTDA;390,00;R   CONCEICAO DO ARAGUAIA 00179 ;30/11/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 4 U: 19;;;
Novembro;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.81.200-01;2018-0.106.677-5;APOSTILAMENTO DO CERTIFICADO DE CONCLUSAO;19/10/2018;062.244.0820-3;"H.I.S; H.M.P";ZONEAMENTO ANTERIOR: ZONA DE CENTRALIDADE PO;;PENHA DE FRANCA;75.528,46;EMMERIN INCORPORADORA LTDA;26.006,25;R   HENRIQUE CASELA 54 LOTE 2;14/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;PIRITUBA                      ;2018.19.944-00;2016-0.272.278-8;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;09/12/2016;209.012.0001-6;"H.M.P; HIS 2; HIS 1"; ZEIS-2 / ZEIS-2/N108;ZONA ESPECIAL DE INTERESSE SOCIAL - 2.;PARQUE PAN AMERICANO;;TENDA NEGOCIOS IMOBILIARIOS S/A                   ;;AV  RAIMUNDO P.DE MAGALHAES 10735 ;12/11/2018;THIAGO LOPES DOS SANTOS NASCIMENTO;;AMANDA DA SILVA BEZERRA;;;;;
Novembro;SMUL/PARHIS/DHIS    ;PIRITUBA                      ;2018.81.350-01;2018-0.102.859-8;APOSTILAMENTO DO CERTIFICADO DE CONCLUSAO;08/10/2018;209.012.0003-2;"H.M.P; HIS 1; HIS 2";ZONEAMENTO ANTERIOR: ZONA MISTA DE BAIXA DEN;;PARQUE PANAMERICANO;9.818,23;TENDA NEGOCIOS IMOBILIARIOS SA;7.597,70;AV  RAIMUNDO P.DE MAGALHAES 10797 ;01/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;SANTANA/ TUCURUVI              ;2018.17.843-01;2016-0.149.910-4;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;01/07/2016;067.280.0002-1;"R2V; H.M.P; HIS 2"; ZCP-B/008;ZONA DE CENTRALIDADE POLAR - B.;TUCURUVI;24.073,55;FERNANDA FERRAZ DAL LAGO;4.247,14;AV  GUAPIRA 01451 LT 2 QD P;09/11/2018;;;;;"B: 1 P: 20 U: 189; B: 1 P: 20 U: 157";;;
Novembro;SMUL/PARHIS/DHIS    ;SANTANA/ TUCURUVI              ;2018.19.231-00;2018-0.105.820-9;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;18/10/2018;073.010.0189-4;"H.M.P; HIS 2"; ZEMP;ZONA DE CENTRALIDADE POLAR - A.;SANTANA;;GT 7 EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   ALFREDO PUJOL 01043 CS 2 E 1045;01/11/2018;MARIO TIBURCIO TIBERIO;;MARIO TIBURCIO TIBERIO;;;;;
Novembro;SMUL/PARHIS/DHIS    ;SANTANA/ TUCURUVI              ;2018.20.357-00;2018-0.079.279-0;ALVARA DE APROVACAO DE EDIFICACAO NOVA;08/08/2018;068.041.0026-3;"R2V; NR1; HIS 2"; ZEU;ZONA DE CENTRALIDADE POLAR - B.;TUCURUVI;14.155,72;BLUE LINE PARADA INGLESA EMPREEND. IMOBILIARIOS SPE LTDA;1.845,00;R   DONA GABRIELA 203 ;22/11/2018;VIEW CONSTRUTORA LTDA;MAURO VERNALHA;NURA ARQUITETURA IMOBILIARIA LTDA;FELIPE AZEVEDO GARCIA;B: 1 P: 27 U: 260;;;
Novembro;SMUL/PARHIS/DHIS    ;SAO MIGUEL                    ;2018.20.368-00;2018-0.084.826-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/08/2018;112.330.0011-9;HIS 2; ZEUP;ZONA MISTA DE MEDIA DENSIDADE.;VILA JACUI;675,59;RESIDENCIAL SIQUEIRA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;300,00;R   ANTONIO DE SIQUEIRA 00412 ;22/11/2018;MAGNO EMILIO MOREIRA LEITE;;MAGNO EMILIO MOREIRA LEITE;;B: 1 P: 4 U: 7;;;
Novembro;SMUL/PARHIS/DHIS    ;SAO MIGUEL                    ;2018.20.868-00;2018-0.087.271-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;28/08/2018;112.303.0034-0;HIS 2; ZC;ZONA DE CENTRALIDADE POLAR - A.;VILA JACUI;728,72;LL7 EMPREENDIMENTOS IMOBILIARIOS EIRELI;299,10;R   SILVEIRA NOBREGA 00103 PAR LT 11 QD 39;28/11/2018;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 3 U: 15;;;
Novembro;SMUL/PARHIS/DHIS    ;SAPOPEMBA                     ;2018.20.101-00;2017-0.187.968-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;28/12/2017;155.119.0002-7;"H.M.P; HIS 2"; ZEU;ZONA DE CENTRALIDADE POLAR - A.;VL. TOLSTOI;15.451,09;TOLSTOI EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA;2.032,00;R   CORREIA DA CAMARA 00452 ;13/11/2018;;;RODRIGO SOBREIRO;;B: 1 P: 21 U: 366;;;
Novembro;SMUL/PARHIS/DHIS    ;SE                            ;2018.20.224-00;2016-0.261.249-4;CERTIFICADO DE REGULARIZACAO;25/11/2016;005.019.0238-4;"NR1; HIS 1"; ZC;ZONA DE CENTRALIDADE POLAR - B.;SE;;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO - COHAB SP;532,00;R   RIACHUELO 00275 ;14/11/2018;JULIANA JACOMETTO MARCHI;;JULIANA JACOMETTO MARCHI;;;;;
Novembro;SMUL/PARHIS/DHIS    ;VILA MARIANA                  ;2018.15.432-01;2018-0.107.070-5;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;23/10/2018;309.044.0239-5;H.I.S;;Z3-189.;CHACARA INGLESA;;GT 21 EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   BERTIOGA 00123 ;14/11/2018;JEFERSON JOSE PEREIRA;;MARCHI ARQUITETURA LTDA;WILSON MARCHI JUNIOR;;;;
Novembro;SMUL/PARHIS/DHIS    ;VILA PRUDENTE                 ;2018.20.376-00;2018-0.080.130-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/08/2018;117.417.0017-4;HIS 2; ZM;ZONA DE CENTRALIDADE POLAR - A.;VILA EMA;866,91;ADOLFO ALONSO;285,00;R   JOAO GRAEBER 00079 ;22/11/2018;MARCIA CARDOSO GUIMARAES;;MARCIA CARDOSO GUIMARAES;;B: 1 P: 5 U: 19;;;
Novembro;SMUL/PARHIS/DHIS    ;VILA PRUDENTE                 ;2018.21.023-00;2018-0.042.236-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;25/04/2018;118.201.0034-1;HIS 2; ZEU;ZONA DE CENTRALIDADE POLAR - B.;SAO LUCAS;1.362,45;LAERCIO BUZAS;453,00;R   BELICA BARBOSA LIMA 00168 ;30/11/2018;ARTHUR ALMEIDA THIAGO;;ARTHUR ALMEIDA THIAGO;;B: 1 P: 4 U: 18;;;
Novembro;SMUL/PARHIS/DHIS    ;;2018.19.795-00;2017-0.086.116-2;CERTIFICADO DE REGULARIZACAO;25/05/2017;6666666666666;EHIS;;ZONA NAO DEFINIDA.;JARDIM SAO FRANCISCO;;PREFEITURA MUNICIPAL DE SAO PAULO;4.107,62;TV  OLIMPIO DE SOUSA ANDRADE 999999 ;09/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHMP    ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.20.278-00;2018-0.055.786-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;30/05/2018;055.222.0142-8;H.M.P; ZEUP;ZONA MISTA DE ALTA DENSIDADE - A.;VL FORMOSA;890,63;CRIATIVA CONSTRUCAO E INCORPORACAO LTDA;712,50;R   CHAGU 00032 ;21/11/2018;APO & B ENGENHARIA LTDA;ANA PAULA DE OLIVEIRA BREGGI;APO & B ENGENHARIA LTDA;ANA PAULA DE OLIVEIRA BREGGI;B: 1 P: 3 U: 9;;;
Novembro;SMUL/PARHIS/DHMP    ;ERMELINO MATARAZZO            ;2018.19.946-00;2018-0.001.707-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;08/01/2018;111.529.0004-7;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;PONTE RASA;167,85;J L FREITAS CONSTR.E EMPR.LTDA EPP E OUTRO;270,00;R   ALTO ANGICO 00045 VL FRUGOLI;12/11/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 1 U: 4;;;
Novembro;SMUL/PARHIS/DHMP    ;ERMELINO MATARAZZO            ;2018.20.094-00;2016-0.273.176-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/12/2016;110.426.0091-1;H.M.P; ZEIS-1;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;VILA CONSTANCA;321,22;MIGUEL CARMINE NAPOLITANO E OUTROS;365,00;R   CANDIDO BORGES MONTEIRO 210 LT 11 QD 3 ;13/11/2018;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 6;;;
Novembro;SMUL/PARHIS/DHMP    ;ERMELINO MATARAZZO            ;2018.20.201-00;2017-0.106.174-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;30/06/2017;110.299.0025-5;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VL COSTA MELLO;602,80;JEFERSON MARQUES DA SILVA;380,00;R   BONIFACIO DA TRINDADE 00348 ;14/11/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 3 U: 9;;;
Novembro;SMUL/PARHIS/DHMP    ;ERMELINO MATARAZZO            ;2018.81.487-01;2018-0.108.669-5;APOSTILAMENTO DO CERTIFICADO DE CONCLUSAO;25/10/2018;111.512.0009-2;H.M.P;ZONEAMENTO ANTERIOR: Z2.;;PARQUE BUTURUSSU;624,07;MARIA FERNANDA DOS SANTOS MARTINS;383,02;R   NELIO BATISTA GUIMARAES 00087 LT 9 QD 77;13/11/2018;"ODETE DOS SANTOS; ODETE DOS SANTOS";;;;;;;
Novembro;SMUL/PARHIS/DHMP    ;ITAQUERA                      ;2018.20.766-00;2017-0.172.520-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/11/2017;114.075.0131-2;H.M.P; ZEU;ZONA DE CENTRALIDADE POLAR - A.;VL NOVELLI;14.553,77;GRAZIANI & ALMEIDA CONSTRUCOES E INCORPORACOES LTDA E OUTROS;2.179,25;R   ITALINA 000203 ;27/11/2018;LUIZ PAULO ROCHA DE OLIVEIRA;;LAURA TEIXEIRA PORTO REIS;;B: 1 P: 26 U: 176;;;
Novembro;SMUL/PARHIS/DHMP    ;JACANA/ TREMEMBE               ;2018.19.358-00;2017-0.155.410-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/10/2017;067.241.0023-2;H.M.P; ZC;ZONA DE CENTRALIDADE POLAR - B.;V NOVA MAZZEI;1.152,08;FRANCISCO CARLOS DE CARVALHO DANYI;450,00;R   CAMPELO 00254 ;05/11/2018;SILVIA VALERIA RIBEIRO DE SOUZA;;SILVIA VALERIA RIBEIRO DE SOUZA;;B: 1 P: 3 U: 18;;;
Novembro;SMUL/PARHIS/DHMP    ;JACANA/ TREMEMBE               ;2018.19.923-00;2017-0.073.386-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;04/05/2017;066.089.0067-8;H.M.P; ZEUP;ZONA MISTA DE ALTA DENSIDADE - A.;JACANA;240,21;ANTONIO ROCHA DE SOUSA;240,00;R   IRMA FILOMENA 00864 ;12/11/2018;WEDER BERTI;;WEDER BERTI;;B: 1 P: 2 U: 4;;;
Novembro;SMUL/PARHIS/DHMP    ;JACANA/ TREMEMBE               ;2018.20.404-00;2017-0.136.622-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/08/2017;067.291.0026-5;EHMP; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;VILA NOVA MAZZEI;962,42;SIGMA EDIFICACOES E PLANEJAMENTO IMOB LTDA;569,00;R   DAS CATILEIAS 318 ;22/11/2018;ODAIR CORDEIRO VAZ;;ODAIR CORDEIRO VAZ;;B: 1 P: 2 U: 16;;;
Novembro;SMUL/PARHIS/DHMP    ;MOOCA                         ;2018.10.001-02;2017-0.106.069-4;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;30/06/2017;003.060.0108-1;H.M.P; ZC;ZONA MISTA DE ALTA DENSIDADE - B.;BRAS;43.795,49;SINCO SAO PAULO EMPREENDIMENTOS E PARTICIPACOE;6.378,10;R   VISCONDE DE PARNAIBA 01156 ;01/11/2018;CARLOS EDUARDO MONTEIRO;;ALEXANDRE MENDONCA MILLEU;;"B: 1 P: 19 U: 216; B: 1 P: 19 U: 216; B: 1 P: 19 U: 226; B: 1 P: 18 U: 321";;;
Novembro;SMUL/PARHIS/DHMP    ;MOOCA                         ;2018.17.990-01;2017-0.106.069-4;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;30/06/2017;003.060.0108-1;EHMP; ZC;ZONA MISTA DE ALTA DENSIDADE - B.;BRAS;;SINCO SAO PAULO EMPREENDIMENTOS E PARTICIPACOE;;R   VISCONDE DE PARNAIBA 01156 ;01/11/2018;CARLOS EDUARDO MONTEIRO;;ALEXANDRE MENDONCA MILLEU;;;;;
Novembro;SMUL/PARHIS/DHMP    ;MOOCA                         ;2018.21.017-00;2017-0.040.059-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;08/03/2017;032.056.0054-1;H.M.P; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;MOOCA;1.192,59;LIFAGURE PARTICIPACOES LTDA;400,00;R   PURIS 71 ;30/11/2018;LUIS ANTONIO FERNANDES;;LUIS ANTONIO FERNANDES;;B: 1 P: 4 U: 18;;;
Novembro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.19.353-00;2017-0.144.384-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;15/09/2017;059.099.0026-9;H.M.P; ZEU;EIXOS DE ESTRUTURACAO DA TRANSFORMACAO ;VL EUGENIO;669,89;GEOVANINA FRANCISCA FERREIRA;400,00;R   MANGAL 00118 ;05/11/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 3 U: 9;;;
Novembro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.19.726-00;2017-0.137.951-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;31/08/2017;113.022.0008-8;EHMP; ZEU;ZONA MISTA DE BAIXA DENSIDADE.;VL MATILDE;1.127,71;LUZILANDIA EMPREENDIMENTO IMOBILIARIO LTDA;483,25;R   LUZILANDIA 00184 ;08/11/2018;GUSTAVO MATTOS MACEDO;;GUSTAVO MATTOS MACEDO;;B: 1 P: 3 U: 30;;;
Novembro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.20.093-00;2018-0.069.660-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/07/2018;058.014.0061-3;H.M.P; ZEU;Z2.;PENHA DE FRANCA;272,38;MARIA APARECIDA VIEIRA;250,00;R   NILZA 00489 ;13/11/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 3;;;
Novembro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.20.274-00;2018-0.015.981-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/02/2018;061.011.0057-1;HIS 2; ZC;ZONA DE CENTRALIDADE POLAR - A.;PENHA;564,38;M.PEREIRA EMP.IMOBILIARIOS LTDA;336,00;R   JABORANDI 00229 ;21/11/2018;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 3 U: 15;;;
Novembro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.20.813-00;2015-0.263.100-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;02/10/2015;061.108.0026-0;EHIS; ZEU;ZONA MISTA DE BAIXA DENSIDADE.;PENHA;382,53;CAIO TRESSO MORENO E OUTRO;202,50;R   AQUILINO VIDAL 00164 A;28/11/2018;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 3 U: 9;;;
Novembro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.20.814-00;2018-0.008.183-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/01/2018;060.159.0056-3;EHMP; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VILA SANTANA;2.136,60;JERONIMO ARDITO E OUTROS;1.490,00;R   CUMANAXOS 00104 ;28/11/2018;DAVI NEVES DA SILVA;;DAVI NEVES DA SILVA;;B: 1 P: 3 U: 28;;;
Novembro;SMUL/PARHIS/DHMP    ;PINHEIROS                     ;2018.19.589-00;2013-0.006.747-7;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;09/01/2013;081.218.0038-2;EHMP; ZM-3B/009;Z3-138.;VILA MADALENA;;JOAO GONCALVES EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   PADRE JOAO GONCALVES 00058 ;07/11/2018;SERGIO MESTER;;TRIPTYQUE PROJETOS LTDA. ¿ EPP;;;;;
Novembro;SMUL/PARHIS/DHMP    ;PIRITUBA                      ;2018.19.449-00;2017-0.073.359-8;ALVARA DE APROVACAO DE EDIFICACAO NOVA;04/05/2017;214.024.0002-9;EHMP; ZC;ZONA MISTA DE MEDIA DENSIDADE.;CITY JARAGUA;27.366,63;HIMALAIA EMPREENDIMENTOS IMOBILIARIOS LTDA;9.529,26;AV  NELSON PALMA TRAVASSOS 174 ;06/11/2018;LIVING CONSTRUTORA LTDA;RODRIGO CARVALHO MULLER;MCAA ARQUITETOS LTDA;NADIA RUIZ PEDRIQUE;"B: 2 P: 16 U: 157; B: 1 P: 16 U: 158; B: 1 P: 3 U: 0";;;
Novembro;SMUL/PARHIS/DHMP    ;SANTANA/ TUCURUVI              ;2018.07.920-01;2018-0.061.760-3;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;19/06/2018;070.047.0085-2;H.M.P; ZM;ZONA DE CENTRALIDADE POLAR - B.;VL N MAZZEI;1.023,60;PLINIO ADALBERTO BARBOSA;670,87;R   IBIMIRIM 00501 ;28/11/2018;ANTONIO HENRIQUE LICO GONCALVES;;ANTONIO HENRIQUE LICO GONCALVES;;B: 1 P: 3 U: 24;;;
